Type;Type productidentificatie;Productidentificatie;Artikelomschrijving;Datum;Bestelnummer;Aantal;"Tarief-
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;06-12-2020;1169663304;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;07-12-2020;1170132373;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;08-12-2020;1160208899;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;09-12-2020;1170691149;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440009;Lilo® - Vibrator Voor Vrouwen - G spot & clitoris stimulator- Erotiek Toy Seksspeeltjes Met 10 Frequenties -  USB Oplaadbar  - Waterproof - Geschikt voor glijmiddel - 21.8 cm - Roze;10-12-2020;1171641695;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;11-12-2020;1156016623;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;11-12-2020;1171909155;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;12-12-2020;1172093093;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;12-12-2020;1172064406;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;12-12-2020;1172346281;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1172404660;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172523179;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1172417214;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172802026;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172663427;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172746557;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1135154995;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1169073923;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173060420;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173130000;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173265151;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1173299244;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173333985;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;15-12-2020;1173452597;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173888744;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173881635;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440009;Lilo® - Vibrator Voor Vrouwen - G spot & clitoris stimulator- Erotiek Toy Seksspeeltjes Met 10 Frequenties -  USB Oplaadbar  - Waterproof - Geschikt voor glijmiddel - 21.8 cm - Roze;15-12-2020;1173720976;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173621830;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;15-12-2020;1173614179;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;16-12-2020;1174059459;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1175117941;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1175104455;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1174961233;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;18-12-2020;1175225998;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;18-12-2020;1175247126;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;19-12-2020;1175447150;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1149179831;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175794432;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175601523;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175584668;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;19-12-2020;1175449104;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;20-12-2020;1176127892;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;20-12-2020;1176237872;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;20-12-2020;1176479622;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;20-12-2020;1176269498;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440092;Among Us - Muts - Rood - Beanie - Unisex - One size;20-12-2020;1176618459;1;;€2,512397;€2,512397;21;€0,527603;€3,040000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;20-12-2020;1176201441;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;20-12-2020;1176201441;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;20-12-2020;1176171521;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;20-12-2020;1176171521;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440009;Lilo® - Vibrator Voor Vrouwen - G spot & clitoris stimulator- Erotiek Toy Seksspeeltjes Met 10 Frequenties -  USB Oplaadbar  - Waterproof - Geschikt voor glijmiddel - 21.8 cm - Roze;20-12-2020;1176844805;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;21-12-2020;1174286038;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;21-12-2020;1174286038;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;21-12-2020;1176930140;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;21-12-2020;1176930140;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;21-12-2020;1177371482;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;21-12-2020;1177472258;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440092;Among Us - Muts - Rood  - Blauw - Beanie - Unisex - One size;21-12-2020;1177469936;1;;€2,512397;€2,512397;21;€0,527603;€3,040000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;22-12-2020;1177512797;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;22-12-2020;1171669902;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;23-12-2020;1171669902;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440085;Among Us | Rood | Muts | Among US Knuffel | Plushie;23-12-2020;1177599015;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;23-12-2020;1177617646;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;23-12-2020;1177671151;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;23-12-2020;1177685005;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440092;Among Us - Muts - Rood  - Blauw - Beanie - Unisex - One size;23-12-2020;1177756907;1;;€2,512397;€2,512397;21;€0,527603;€3,040000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;23-12-2020;1177836727;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;25-12-2020;1178415911;1;;€2,793388;€2,793388;21;€0,586611;€3,379999;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;25-12-2020;1175777300;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;25-12-2020;1177222820;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440092;Among Us - Muts - Rood  - Blauw - Beanie - Unisex - One size;28-12-2020;1179200073;2;;€2,909091;€5,818182;21;€1,221818;€7,040000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;28-12-2020;1178919717;1;;€2,611570;€2,611570;21;€0,548430;€3,160000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;28-12-2020;1178875745;1;;€2,545455;€2,545455;21;€0,534546;€3,080001;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;28-12-2020;1178691612;1;;€2,545455;€2,545455;21;€0,534546;€3,080001;BE;;
Commissie;EAN;8720387440092;Among Us - Muts - Rood  - Blauw - Beanie - Unisex - One size;28-12-2020;1178030247;1;;€2,909091;€2,909091;21;€0,610909;€3,520000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;29-12-2020;1179653732;1;;€2,545455;€2,545455;21;€0,534546;€3,080001;BE;;
Commissie Totaal;;;;;;80;;;€227,52;;€47,78;€275,30;;;
Correctie commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;22-12-2020;1175601523;1;;€2,859504;-€2,859504;21;-€0,600496;-€3,460000;BE;;
Correctie commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;30-12-2020;1176930140;1;;€2,859504;-€2,859504;21;-€0,600496;-€3,460000;BE;;
Correctie commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;30-12-2020;1176930140;1;;€2,859504;-€2,859504;21;-€0,600496;-€3,460000;BE;;
Correctie commissie Totaal;;;;;;3;;;-€8,58;;-€1,80;-€10,38;;;
Compensatie zoekgeraakte artikel(en);EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;30-12-2020;1176930140;1;;€12,303719;-€12,303719;0;€0,000000;-€12,303719;BE;;
Compensatie zoekgeraakte artikel(en);EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;30-12-2020;1176930140;1;;€12,303719;-€12,303719;0;€0,000000;-€12,303719;BE;;
Compensatie zoekgeraakte artikel(en) Totaal;;;;;;2;;;-€24,61;;€0,00;-€24,61;;;
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485135;29-12-2020;;1;;€0,200000;€0,200000;21;€0,042000;€0,242000;;;Reservering
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485135;29-12-2020;;1;;€0,890000;€0,890000;21;€0,186900;€1,076900;;;Reservering
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485135;30-12-2020;;1;;€0,400000;€0,400000;21;€0,084000;€0,484000;;;Reservering
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485135;30-12-2020;;1;;€2,010000;€2,010000;21;€0,422100;€2,432100;;;Reservering
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485135;31-12-2020;;1;;€0,200000;€0,200000;21;€0,042000;€0,242000;;;Reservering
bol.com Retail Media Groep;;;Bol.com Retail Media Groep - Sponsored Products - 485138;31-12-2020;;1;;€0,200000;€0,200000;21;€0,042000;€0,242000;;;Reservering
bol.com Retail Media Groep Totaal;;;;;;6;;;€3,90;;€0,82;€4,72;;;
Eindtotaal;;;;;;249;;;-€959,71;;€99,58;-€860,13;;;
